name,age,net_worth,country,self_made
Tacja Ncoryy,45,138.03,China,True
Yonlhnmq Pobabjpvh,36,92.52,United States,False
Oxkykv Mzziq,57,130.35,UK,False
Mdrz Ohnoa,67,114.99,China,False
Pgpqb Mqzvkl,36,48.63,France,False
Oseh Axtyrzxh,60,13.75,France,True
Oawoxr Cdijqey,88,87.99,Germany,True
Frmjfdo Eyoxstle,89,70.1,China,True
Kmrvrnb Vqnwl,75,140.79,Germany,True
Kbplzj Rbdqfhkl,82,64.5,Germany,True
Blis Ghhvhccs,43,42.5,United States,False
Qgrlod Fhngamjvs,67,25.49,Germany,True
Tfwlpfdr Ovoeqy,74,138.85,UK,True
Gnxgdp Oplzfhmsg,44,59.82,France,False
Iozybl Zdmsgslj,67,103.65,India,True
Jesm Gbkssojez,64,101.13,India,False
Xqal Pjhafnxwa,85,80.34,France,True
Yxgc Wnhnafy,38,35.72,United States,False
Chyffzn Ivaaa,54,52.03,United States,False
Befzqjgs Vsobmwfz,49,24.59,Brazil,False
Qzdk Tzoqw,83,99.33,Germany,True
Xpvmrry Knkvm,45,74.99,India,True
Byrpjgtp Ecqepbagp,32,41.1,Brazil,False
Pmitrl Kglkihffw,81,147.21,France,False
Gbxksmv Xukzvz,44,39.87,Germany,True
Etupn Eefmc,87,124.55,China,False
Egqk Fqcwgvfhz,38,109.06,China,True
Kesxkxpr Lhdfwbc,65,84.11,France,True
Axdyzarm Mjmtq,43,101.32,UK,False
Ambggz Kmjwhxqg,53,15.58,China,False
Msypmll Dapri,84,104.74,Germany,False
Motsf Luzxaf,82,104.39,India,False
Phqmm Teqxhcbcv,33,34.89,India,True
Qvysu Xncxqq,88,40.67,India,True
Iwenh Kzmcp,52,29.27,Germany,True
Bewmbuq Rcueg,42,45.17,China,True
Bayveklw Bzjwtr,89,125.17,China,False
Nczqoh Kdrjkfjr,61,26.76,India,False
Oexbwday Dgcaxvrw,76,148.85,UK,False
Zxspvls Cgxeerw,33,10.55,France,True
Xeznfk Kpbdb,39,118.76,Germany,True
Rkvrj Hbvltqj,49,142.32,France,False
Hybxw Wrlzfdarb,45,8.05,United States,True
Knachlz Jjfiztawx,66,109.44,Germany,False
Yper Uplcm,34,128.7,India,True
Cfcua Seblthymy,35,78.53,India,False
Sxsiu Pcnyw,86,130.71,India,False
Rryf Cgamf,35,42.13,United States,False
Uvoxmek Zzxwnzmj,86,8.59,United States,True
Lrpmtyo Yzgtngebj,84,14.48,France,False
Yblmj Srwksqv,81,19.29,Germany,True
Qjlmmau Pxdnbwx,83,26.75,France,True
Dpnwwmc Srttnoaz,61,49.42,France,False
Xeradwe Xfkjxit,30,109.49,India,True
Qfnmckm Whmbshl,78,130.61,China,False
Xatjhk Nukoj,61,4.6,Germany,True
Oexxb Oarmy,63,6.95,UK,True
Awgzp Dxxyaa,80,83.68,India,False
Evxpl Lubppcyo,39,106.65,India,False
Ruackmec Xkwigdz,43,133.05,UK,True
Cnvb Wldyqiyg,52,124.93,India,True
Dyaalco Ppoogqvj,40,12.11,Brazil,True
Bssfz Ersky,38,132.89,China,True
Lketfn Xigpwfnhv,57,109.84,India,False
Qdjijzb Gcslo,58,69.67,United States,False
Jejwabc Ukpmxnc,69,33.07,India,False
Yjphdic Afgxq,70,1.21,UK,True
Hzwzl Hdibjjm,69,71.55,UK,False
Gvowsexz Jyney,67,148.44,UK,True
Sljuts Rrilvq,38,51.96,Brazil,False
Vrljpa Laypudrop,41,34.68,UK,False
Ygbdzn Rdbfeta,34,60.07,UK,False
Zmigez Gzuhgck,47,64.47,Brazil,True
Tneq Ogkbqic,55,73.56,China,True
Rzfgpiz Odbkvxz,83,86.04,India,False
Uxwx Xxnszz,62,56.22,UK,True
Ypdz Moiasm,90,13.66,India,True
Mpefsw Smgogswb,85,102.39,United States,False
Kuycch Ddxqheoas,56,16.6,UK,True
Ofym Kxvcyvysx,58,138.52,India,False
Ckqgm Fdxnld,89,82.31,Germany,False
Aykgf Wmnuwab,34,63.33,Germany,True
Eihhsv Xelucve,32,107.07,China,False
Wmhwlqw Xhvrc,89,128.77,China,False
Wmyndcg Vwjvtfn,63,48.64,India,True
Bagb Larvl,56,18.31,UK,True
Tmtmm Syeubhy,59,22.96,India,False
Lutbma Wxwgdkqn,34,8.78,France,True
Vwtu Jthacpa,85,16.13,Brazil,False
Ggmmj Fstuuao,80,34.29,Germany,False
Vydgasf Igdrhvlz,37,125.7,China,True
Wixxsu Takpw,34,7.27,Germany,False
Ghhr Rbpprt,47,141.41,Brazil,True
Ofjjlk Bydhfsio,53,36.69,China,False
Awxhgz Yocdhbogl,49,126.45,France,True
Lpsxd Tiutpp,85,66.22,France,True
Ahgxet Nodkc,70,20.68,China,False
Rddnt Nzykifgb,74,116.25,India,False
Tpkty Klylxtn,38,102.14,United States,True
Nfeknf Wqjgsmkyd,47,5.45,Brazil,True
Eubr Mxcvvalgv,84,104.22,UK,True
Kand Bdfyojyrn,53,4.68,France,True
Bcrjzkik Jtfuwxctt,36,128.58,India,True
Ennihcj Kbxqom,86,109.59,Germany,True
Mscmj Gwtkcwp,42,66.04,United States,False
Bqkerti Izxxnxoi,76,38.31,France,True
Wagzimus Ejftj,55,13.37,Brazil,True
Fgpdjdi Gfmpyan,75,68.94,UK,True
Ecalo Bidygome,31,107.23,Germany,False
Zmpykb Fvpsfec,50,127.77,India,True
Yruseac Pamgezihd,75,58.19,Brazil,True
Xjify Xrtgfowff,37,142.95,India,False
Mlsqbe Bjqfoerrw,42,144.94,China,True
Jbbqbazg Dweeeu,78,110.21,France,True
Icwjvr Wrixl,41,104.07,Brazil,True
Ljatz Tjstwa,35,123.46,United States,False
Huyu Egdmz,44,135.12,France,False
Cdxz Pkwyjxx,74,95.11,UK,True
Bkblyrk Ibskw,83,47.12,Brazil,False
Bwglytw Nsrii,79,56.5,India,True
Snfosau Hiikc,61,134.83,China,False
Gmghmp Rekxz,71,69.18,China,True
Jlbepgo Gqelvekos,32,24.62,France,False
Hmszmmba Xzdilkyoo,35,111.54,Germany,True
Luow Wwvojigjx,45,49.19,India,True
Bqtofyjv Hmdliwpfo,37,21.82,China,False
Hfbby Llkmudw,60,33.2,United States,False
Ylfijoh Xymvisz,39,133.95,Germany,False
Hcar Lbhrgx,46,38.33,Brazil,True
Tdmbehu Mstsrww,83,81.14,Germany,False
Ycgbqgcv Osambdnmk,39,132.83,UK,True
Aakqtp Vqursal,36,99.9,United States,False
Hyul Jzilvmot,83,102.87,United States,True
Sxpptz Mfjavcvmm,59,73.03,India,True
Kerkcwfd Rqlmzc,52,106.18,India,True
Vsomvsit Kbyrspji,45,149.02,Brazil,False
Jeluyazu Zzyqmtvj,66,100.85,India,True
Clpbfm Ndwcmponh,52,113.39,India,True
Qdaehu Ssvrcr,40,126.86,United States,True
Gcosm Zuszeqo,74,66.96,India,True
Fcodxplc Qxykvfy,81,133.4,China,False
Jshl Rjiomrdcn,75,19.36,UK,True
Smayqe Qpbzbgo,36,38.16,Germany,False
Ysuu Yhwpmh,71,113.96,France,False
Pokvnlil Kiyspmlio,67,36.72,UK,True
Cjmgf Myjgxwarp,84,59.62,United States,False
Klnbiqf Yoqfb,33,129.42,UK,True
Pkra Jzgnjhh,40,112.97,Brazil,True
Chhgii Nfwcl,52,134.62,Germany,False
Iwkiy Qgdcpeeb,62,65.26,UK,True
Mpzd Ituhfviw,63,67.47,Brazil,True
Kcvktkm Kovrccvpc,74,55.98,India,False
Mprv Nxdwxifb,69,93.34,Brazil,False
Vjen Rdlfdj,52,97.57,UK,True
Xahlfvmn Dstddakk,56,75.1,India,False
Thdn Yxsqp,65,26.11,India,False
Jiuty Ksunf,64,115.58,United States,True
Pwzqwqxq Ubscs,50,131.49,China,True
Jytluzbm Opklxwz,71,36.62,United States,False
Wbapist Zzqktlh,82,6.0,France,True
Przgcubf Piseswl,60,37.21,India,True
Knfnh Bdptmt,44,64.11,Brazil,True
Lncp Ktvaes,74,51.0,India,False
Qcttpjj Evkuhqru,65,77.38,United States,False
Rxezoi Irkcvvzoa,69,138.22,UK,False
Bsfxdvr Kxuuk,77,37.23,United States,False
Wvqjkci Pazoscsbg,34,123.46,United States,False
Gyquhv Qlajs,53,149.48,China,False
Mefe Iiskxqiul,58,91.47,China,True
Wmwdb Aeftzrm,67,102.67,Germany,False
Vjii Paoihy,90,117.25,France,False
Iplhwvgo Kfcqq,51,148.59,Brazil,True
Geddyle Atjfrzfk,72,32.41,United States,False
Dohc Zbyxuomwc,85,48.57,India,False
Fqnku Nyqekhmmf,77,88.64,Germany,False
Hueny Sqfdu,58,20.23,United States,False
Kouwjk Ranenyivg,41,10.9,Brazil,False
Srcp Fbzvbo,42,34.73,United States,False
Jpyw Eylgp,54,107.08,India,False
Oabtiz Ybpkxn,31,46.21,China,False
Ayarkdkf Lntjznb,50,32.49,China,False
Cerrrl Glpzkhfp,63,6.65,France,True
Rlpd Nkqmoas,76,104.53,United States,False
Vwdjooqq Hyughgk,71,63.26,China,True
Mqwotv Xvyjgu,46,105.78,France,False
Zbkidk Dofjt,68,40.46,UK,False
Vhytojgh Ioddltzjd,69,89.97,France,True
Qyvwydv Oowtjil,68,5.85,France,False
Hnft Frcbsubi,39,20.11,UK,False
Osmuakjp Nurqgpmnb,75,73.75,Germany,False
Bdqwayod Abvvokqx,50,149.65,China,False
Hkgk Fbfjbtbv,53,143.41,France,False
Hglgcbh Qplgnzxay,59,132.93,United States,False
Tgdmjkfm Xfbqitt,89,59.14,France,True
Qwkq Afukidxx,78,144.53,France,False
Vgpd Uhcrhbaqu,76,28.83,Germany,False
Mcumh Jmsabmjl,31,106.78,UK,False
Ixmrktf Bvlauxnrj,61,135.37,India,False
Gynvwxyt Yccmanoa,64,46.67,France,False
Jghlzena Rgfmmeyw,44,102.6,India,False
Zonmeav Gvwqt,73,106.31,France,True
Kwcp Cftkxtvn,46,46.0,United States,False
Gbxzuphw Qyawl,75,143.43,Brazil,False
Syrcnom Nwdalpea,87,22.06,India,False
Iaqjhdp Qcgjpfj,77,83.37,China,False
Zoylwudj Fippeai,82,100.74,France,True
Gtetg Szjpop,36,81.93,India,True
Ovfnlwb Ngaqrun,74,109.78,Germany,True
Mxlheu Valmf,65,7.41,India,False
Colk Ngffbl,61,37.54,China,False
Ulbcllsu Yetwczjju,67,98.25,India,False
Ivhygzn Xgjfrtxoh,45,147.26,Germany,True
Gqechwqf Njwlbdopq,74,107.5,Germany,True
Cgzu Sejdfjon,58,114.06,China,False
Wtjxznkc Dkfajdkmp,79,41.1,France,False
Wttopsg Dgomll,68,94.3,France,True
Ipmzgqd Xxxctxhu,72,118.71,India,False
Iqndwh Tmsevbfvc,61,96.58,India,True
Zahcbnh Igpirn,61,73.33,France,False
Qonjerjz Axmsukn,59,45.87,India,False
Epojth Sxsntub,46,3.51,China,True
Wneayvn Jeltjaxfo,50,6.95,UK,True
Tiyoswfo Uyymiwc,35,19.97,France,True
Sgph Lhlunzzjl,76,8.15,France,True
Ljirfuj Tosjr,38,143.22,Brazil,False
Fhroe Dnxizq,40,81.89,UK,True
Ohrb Cnnqtv,57,128.87,India,True
Tjqe Kwcdrxo,88,6.96,China,False
Tvwxell Yyjwfqkzy,36,111.33,UK,True
Zalbqtxr Nagbu,76,81.11,UK,False
Asvkro Pgoac,49,90.13,India,True
Qzytxboe Vojzqk,32,83.01,United States,True
Ddficyx Xhhkemwz,30,113.09,Brazil,True
Veci Ktiqxa,50,81.73,France,True
Zkbtzen Dskvpb,71,130.31,Germany,True
Wfyh Quxxoo,44,95.9,Brazil,True
Dtgaed Jjacqd,44,36.42,France,True
Xakoq Fqivvg,35,102.21,Germany,True
Jhon Klqaecsa,86,94.67,China,False
Jagyyv Tafabrnv,54,140.46,Brazil,False
Zbnpbh Vegmj,40,57.66,India,True
Blmmikc Jrdrawqkr,46,101.25,India,True
Lmbtfg Dhgvp,74,105.85,UK,False
Txge Fhsgxmkya,83,98.66,India,True
Hfrct Lkphdbijx,59,32.61,Germany,True
Bfel Pwdvlw,30,144.38,China,False
Rzbpzewv Vvwdpzcuo,31,15.2,India,False
Hykkx Ecjiyo,46,23.74,United States,False
Gmqjaod Jihnrzj,83,105.39,UK,False
Jnev Coujo,86,114.31,India,True
Gmafq Pqauam,76,14.56,India,False
Lyqfpci Ohxre,86,25.95,China,False
Nmprz Wfxsmvo,44,133.86,UK,False
Cdetldj Htesn,45,23.42,Germany,False
Mdkyqedy Uunawiui,33,147.63,United States,True
Jyexbs Xbndydf,83,22.92,China,True
Adanfkm Prvakd,89,78.07,China,True
Vlxrcf Jmiozz,79,19.22,UK,True
Ouhp Ulaer,67,77.85,France,False
Zwfxx Brjxlk,57,52.5,India,True
Vllybh Dbnpg,62,137.67,Brazil,False
Arrflvp Nxrwfid,43,137.42,France,True
Jxycrsum Oiwjybx,67,106.16,UK,True
Mfys Viqrei,50,117.05,China,False
Zttcozfh Psficmu,50,40.22,China,True
Vlljgg Yykdrxdr,55,99.28,India,True
Cmrbxzm Hawvybjv,42,1.25,India,True
Hemwoe Ybfqxj,65,41.46,United States,False
Tbvlnf Qjchcgz,58,23.62,Germany,False
Zwekvdh Oliyvgoum,78,56.16,Germany,True
Teksh Syiuvq,64,111.09,Germany,False
Osdral Bycha,74,71.83,India,True
Ihga Ycdpxg,57,28.58,United States,True
Wtyogh Ugyaegtag,55,123.49,United States,True
Mxobs Gmmcqfhhj,83,40.06,Germany,False
Hgjht Upkfud,53,81.99,China,True
Ywnouylc Xoqforfjj,48,9.69,China,False
Jeaeevtk Kypev,68,130.83,Germany,True
Fkjlh Wninulrdx,83,11.15,China,False
Jjkrt Nuspkskqg,32,97.14,UK,True
Saqxb Iojcfnjt,40,57.13,Germany,False
Wjnyxp Xnenuq,87,101.55,Brazil,False
Pztraat Ltsxyqhnj,68,88.91,United States,False
Ezzfwvu Vbpegog,39,95.57,France,False
Dbrz Ruxpaamf,62,30.02,UK,False
Fzueyq Hrjtkqeh,63,45.91,India,True
Otqbfbvw Cmvpzztp,56,12.87,Brazil,True
Dlzpyyb Ytrrtyfa,89,142.62,Germany,True
Vqumoj Svcpoqv,35,130.59,France,False
Hswkdsrd Qotebffwk,85,50.2,China,True
Awvx Eilkod,87,76.91,United States,True
Zjop Fgixpfe,75,113.84,United States,True
Hopd Qrpodf,43,100.76,Germany,False
Bkkro Rhnuhcvj,87,81.62,France,True
Mjmftpxr Kkvcmc,62,1.48,France,False
Gckqem Exvzpw,68,126.54,France,False
Bmxjcg Iowwhj,59,59.93,India,True
Ctdj Ycwieuo,31,86.25,UK,True
Lewxbi Hiigrk,49,72.52,Germany,True
Ecduopwg Lxtgczw,80,5.9,UK,False
Zgvnxvt Yjguff,45,32.27,United States,True
Kjeesccz Vxkncc,73,69.61,India,True
Rams Mxojxgmda,73,124.38,United States,True
Ihljt Mcrzfv,43,117.2,Brazil,True
Pnwgb Opxaxs,88,124.56,China,False
Rmcu Fbqiwggms,31,83.81,China,False
Bcjf Tdlhiq,43,110.32,China,False
Cqogbq Gtlqjqxy,82,51.26,UK,True
Whwtgfzm Jaqmldoy,43,141.52,Brazil,True
Dtzznyw Etckr,87,61.28,Brazil,False
Fekses Pxgrayv,61,107.23,France,False
Xlet Ovosjh,52,90.13,United States,True
Mwrw Mrayy,69,59.21,India,False
Gjigwmq Sokqxfjoi,52,21.01,France,True
Aqmcuve Radhahd,85,39.6,Germany,False
Jsmwzd Nikprot,37,94.21,France,True
Kgylxh Qouczzg,76,88.39,United States,False
Fyfbce Vzgfwrpux,79,55.27,UK,True
Yzrquxvo Caydlxpe,56,48.6,India,False
Neaqkgu Mmtulpg,63,13.49,India,False
Ljcwqg Ldthll,65,16.4,UK,False
Trfsfkik Exffysifl,85,144.5,India,False
Gdvzdk Taqkru,76,139.76,Brazil,False
Vurd Hdeppp,55,139.69,United States,False
Xvnk Erpazflc,64,72.07,India,True
Ywdqifn Dswgwlre,87,61.7,France,True
Gczxl Qsxfkge,85,54.99,Brazil,False
Okexew Zntatjkb,37,95.13,China,False
Ohurexf Facawwnu,62,41.32,Germany,False
Nvlypu Pgdxpb,42,102.39,Germany,True
Fxsgw Yddgd,61,35.45,China,False
Jtaaxnef Eirsvuxv,76,59.81,China,False
Zkcue Elasxyv,81,114.18,United States,False
Ansvypo Tybfum,88,51.0,China,True
Tofzi Kxmahem,65,136.53,UK,False
Zpdm Vqzhgwtp,30,16.4,India,True
Otblgkdd Jrdqsl,54,8.92,United States,False
Rdiwp Qitgwdbjf,49,75.41,UK,False
Dhye Jsfbv,68,30.78,Germany,False
Qerjc Geuezd,40,68.9,China,False
Vmyap Notcyeu,34,7.3,France,False
Fljkh Uwefc,88,55.52,United States,True
Djhmo Rsajpq,83,47.99,United States,True
Fuuckywz Wxawjzre,75,28.89,Germany,True
Stefcc Pogdzzi,80,33.91,France,False
Efzf Vgdfe,71,88.58,China,False
Sqtu Ysyesblyl,63,56.58,India,False
Ymvciaw Kvxegfj,30,55.04,UK,False
Ufptz Baaqg,71,1.55,China,True
Oefahcu Ifvifbz,75,111.65,China,False
Empv Jythzfz,42,35.58,Brazil,False
Kpxupcr Qwwvcc,68,128.88,India,True
Prvkzfu Kokzwxb,61,94.9,Germany,True
Kqwabi Sfmkwvai,32,81.15,France,False
Rppsaohm Dgjlfc,38,45.8,France,True
Fgpiapwf Tnoiqome,76,138.94,China,True
Ieccxjp Amabhr,58,16.54,France,True
Opacf Tqhxghy,74,64.98,UK,True
Kirvmmrd Oidue,34,76.7,UK,True
Zbgtu Xqtoav,87,44.97,France,False
Oddxjmuu Mapihzb,61,74.9,France,True
Zljb Geznyug,58,77.68,Brazil,True
Txhvosw Zaztev,34,125.16,India,False
Qmbgxovd Jcnqlz,79,124.44,France,True
Nwdsgsof Milcjig,83,99.02,UK,True
Oebbwlx Hgwefc,35,45.96,India,False
Wdcuwna Mflnzse,34,119.81,China,False
Icij Sqdkc,33,86.09,UK,True
Fbjqxsyd Kaabc,84,5.02,India,False
Xjcrisub Ufrnachv,34,144.17,India,True
Kfifosv Oxmdaipn,59,98.44,India,True
Gxphgdz Jckysnbro,57,140.35,Germany,True
Lrwb Nibqi,79,54.04,Germany,False
Fthcuiq Thrpptf,66,80.71,Germany,False
Gghidc Clcoxqsyy,77,144.59,United States,True
Rldkzvs Eknzzbzh,49,7.65,India,False
Mzwsg Bvsdphf,43,12.77,China,False
Vkytc Fcspuca,55,114.56,Germany,True
Imba Gjshz,71,21.48,India,False
Sovcek Gfmmyv,86,108.23,United States,False
Zzshbcpb Udqgsu,62,43.21,India,False
Yunhbb Ubvcqole,61,110.66,Germany,False
Rrouly Dftid,89,25.49,Brazil,True
Udtlxfp Bdipoo,85,125.62,Germany,False
Upzigao Choyj,55,54.12,Germany,True
Louijojx Dmayd,71,127.93,India,False
Gklts Euqep,57,104.14,India,True
Lxdk Lbdjpk,67,34.79,China,False
Lthqrkhy Ourzspjj,44,110.95,India,True
Xzpbpliw Jmkcqb,38,1.57,United States,True
Zobbobu Yjboprcb,63,58.0,UK,True
Tfsty Ypookzb,68,63.33,India,False
Onlz Givnke,85,148.87,UK,True
Sqnbshtq Giglf,45,19.42,Brazil,False
Bmdruejj Vhuxkdpt,44,34.64,Germany,False
Nfmbirrg Mpvwuct,78,114.29,France,False
Flhwqndt Hzkvsjbjs,75,134.36,France,False
Qkus Rmdzkas,33,144.74,United States,False
Jwvz Joumue,43,142.21,UK,True
Sbkbg Gtqbjr,82,21.43,Germany,True
Uulzrq Jkaif,84,100.37,Brazil,False
Iypvrzds Oueacmbl,78,45.08,China,True
Edxc Herkxg,73,94.18,France,False
Cawi Ungzhya,59,73.26,India,False
Szbrckw Nhopmakl,66,140.76,UK,False
Cnbgbj Bqvqp,42,15.87,India,False
Jwqappo Uaeeehabd,90,63.24,China,False
Jxdyd Gefdeo,32,91.74,India,False
Hgnvosgq Toxeoyxt,73,38.2,Brazil,True
Vopjx Szlxeqwjf,83,60.95,China,False
Tbvwwg Coicn,77,58.12,Brazil,True
Bkanqoo Kkpotvenx,80,124.76,UK,False
Twfz Jczard,61,72.73,France,False
Sqthx Llhrjhyn,76,10.02,France,True
Nmngvwxc Swelpqz,60,122.34,Germany,True
Adfcb Rbfcrn,55,13.28,India,False
Oimou Xromthtlh,72,43.8,UK,True
Eytz Omnpjkkb,87,114.9,United States,True
Zrae Ygkkifh,57,121.41,India,True
Iolpin Bzbbmtur,65,137.45,United States,False
Toib Sykvhtmy,86,25.82,Germany,True
Fvpidr Lonrpkfyt,43,33.48,United States,True
Ahoygtd Goawtdx,73,5.2,Germany,False
Ryigc Xwgtkmntc,37,43.82,Germany,False
Fsobapyj Czmky,71,35.84,France,True
Cxtfwaz Ywyagvdex,39,135.0,China,False
Vkrnd Qfbqiq,84,95.78,Brazil,False
Ogyb Dlhzu,71,21.92,France,False
Hysxp Evqfcz,71,11.12,United States,False
Qizbmxsw Yklkg,31,78.73,Brazil,True
Ykxpt Mfuxmktda,57,71.62,UK,True
Uthnt Ghlsod,60,116.1,India,False
Oiorb Tcpreha,90,125.15,UK,False
Swmb Juvcwum,76,84.96,UK,False
Lhrxlaon Cnvuxqunn,52,61.86,France,True
Euti Uhkma,39,80.99,United States,False
Rbgqfw Prosxdtu,86,83.04,Brazil,True
Adtn Iavybpoq,87,131.87,United States,True
Uestbj Grrensl,34,22.06,France,False
Dcgfd Ymzle,55,7.93,Brazil,True
Mhpol Eigip,83,122.18,Germany,False
Sigwxwr Llblvvvg,67,3.68,Brazil,True
Qrnwb Eqoeauai,70,128.53,UK,False
Hdeknx Tlznbswx,36,99.26,France,True
Vepzcz Lmsyl,51,117.84,United States,False
Gzsu Fqsdimx,37,24.89,Germany,True
Tzvkx Fzgfstiiu,80,67.5,India,False
Eogu Rlccpwe,49,76.49,UK,False
Tezzofas Lwrukctd,82,124.3,Brazil,True
Ucfk Trbyn,48,123.84,Germany,True
Xhnjsyuv Lztavq,54,33.73,China,False
Jeyuf Cgljyev,38,102.52,India,True
Hittqxlg Tsfvcb,87,117.64,India,False
Tred Llscfkta,52,144.14,UK,False
Igjj Zzobuxnm,49,148.67,UK,True
Lrtjy Zjqaty,89,39.86,UK,False
Mjkjxrh Xpvqpc,42,32.32,Germany,True
Bynsjea Esbdkv,86,149.75,China,True
Elwmln Jgdrtg,52,60.51,France,True
Luwxazey Bytpgwep,74,4.38,India,False
Pqpse Qoagwsd,74,111.75,Brazil,True
Pyglrfuc Eookxlxz,73,24.25,Germany,False
Yigc Cosppodj,89,116.27,Germany,True
Kragy Vpdwnvxzo,42,107.07,United States,False
Poaihu Qigcwz,86,130.69,France,False
Sqyv Cztgrb,75,15.56,United States,False
Sqpv Odlavuxt,63,77.4,China,False
Kmohhbat Zlehv,40,148.52,United States,False
Pdolasf Uhxqxtqb,79,108.12,Brazil,True
Hgkhcbws Kpojad,54,118.15,France,False
Uicp Lzbwd,77,123.2,Brazil,True
Wnkzr Wjqvs,78,72.21,UK,False
Tzqyljg Dhndomtjp,74,29.16,India,True
Enoto Spqrsw,35,126.68,Germany,True
Jbxps Awridb,35,90.9,France,True
Squimp Hpiovogq,61,69.82,India,True
Mfrwto Eymlbsmwh,40,64.32,Brazil,True
Jvrh Ldxsfdq,67,12.98,United States,True
Woix Itpcmsseo,68,106.19,India,True
Sxcbqmwf Wutnfzlc,68,41.07,France,True
Vwabm Npvvyqh,62,83.87,France,False
Oonx Uvrexc,35,37.75,United States,False
Dgxtopea Xvhwd,31,67.97,Brazil,True
Yevzs Zlgoxaia,46,145.34,UK,False
Elohrgj Drjgaggrv,52,147.83,India,False
Pssal Ovxxjf,55,128.79,United States,True
Ytkluyzd Lxedopc,67,78.49,India,False
Nzbrjoxy Xvnnsyifi,81,49.28,China,False
Ndzah Rsxxnwqae,63,9.73,Brazil,False
Vwnpplhn Xxrpdb,51,16.78,UK,True
Burxp Spcvajii,46,89.56,Germany,True
Tglebxwf Rfcjhjd,72,130.13,France,True
Gitwt Gxzlkyoz,51,83.29,China,True
Ixlw Iajjgxjnc,34,122.89,China,False
Fqxiaq Juzbkwbk,48,98.88,France,True
Tuujgg Lqddlcig,36,119.31,China,False
Cjddbv Hnpfcugvp,74,136.44,China,True
Sfwewsb Fvmld,72,32.41,China,False
Uicc Pgvsbboj,84,72.1,Germany,True
Kpjucmlf Hfaljt,43,54.2,Germany,False
Wpfjqb Ijwix,66,51.98,United States,True
Hnrppgns Wndhidc,52,140.91,Germany,False
Aogcg Lwmoheac,89,104.33,France,False
Nnhof Qcabcdj,87,68.58,Brazil,False
Flhrjrms Wqqqslo,69,149.11,China,False
Yrvzoepc Eszhvsje,71,27.74,Brazil,False
Liyej Zrehyw,47,15.46,India,False
Hyszqfqz Zyouwpojf,89,79.81,China,True
Kbikjaak Iojawxas,66,5.34,Brazil,True
Ncxy Gxsdb,59,130.11,India,False
Haswj Awqcsblf,79,138.38,China,True
Idlgo Skxbe,75,103.86,Germany,True
Zlpo Fhvwv,72,110.43,Germany,True
Zyxiywcv Sfoeiz,85,84.63,China,True
Uoalui Ggsvb,55,114.33,UK,False
Usbpyn Bwfzib,87,110.3,UK,False
Jiigjvgg Fjcql,47,142.15,China,True
Fmvf Dlhvbrzix,82,96.98,France,False
Vkvapj Yxtyage,49,110.09,India,False
Ksrnz Ocvjqpy,47,103.18,India,True
Nkofjktx Svkxipi,83,121.53,Germany,False
Qdxr Qpaaah,50,113.82,France,False
Glqm Ptpuup,38,61.65,Brazil,True
Corf Qxuhogkyf,52,46.21,India,False
Vizku Krkpisvd,83,136.6,Germany,False
Song Fuxpes,35,27.69,Germany,False
Xgzwj Rezqiv,88,24.12,Brazil,False
Kalu Uvjpi,85,139.87,Brazil,False
Qazxkhu Gatlangx,76,46.48,Germany,True
Dvihbmdb Mmsuylj,55,40.01,Germany,True
Ctpopak Ehndj,89,124.67,India,True
Xfphfi Prdgliol,73,82.52,China,False
Dbytosqm Lopnzxoba,61,77.64,UK,True
Gpwcwqzv Jrvwvwqpg,36,48.28,UK,False
Rrmnfndo Ngnrl,40,88.58,Germany,True
Qanh Imjmziox,86,97.16,Germany,True
Sqfkoub Ggogbva,49,145.41,UK,False
Huxbx Iavkaxzp,53,49.29,Brazil,True
Xofsbbu Efrxtw,85,79.0,UK,False
Etupc Fdwvlv,52,114.92,Germany,False
Oczgxdk Xxufc,38,119.27,UK,True
Gfigiuwz Wnfhep,48,81.24,UK,False
Cszehkjo Vmotck,68,19.12,France,True
Smxfala Cezkehuji,68,148.16,United States,True
Eaoj Ydvinhkm,42,49.29,UK,True
Wppbpr Chmbbfuev,53,64.21,UK,True
Xbdpfkhf Ifmsz,73,101.85,United States,True
Avetoj Mabhjfe,87,108.41,India,True
Yxbrv Snbmuomta,31,84.42,Germany,False
Nomem Upwnj,60,118.97,France,False
Bxun Wtqhqwch,35,42.35,United States,False
Cxmrbg Vhmtnlm,80,129.15,India,True
Mdveqnd Nukqhosfs,78,146.64,United States,False
Wivpkrxj Pqnxxxic,67,95.26,Germany,True
Gevjr Jrswmdu,35,60.0,Brazil,True
Sentv Spepkq,49,144.78,India,True
Oscovs Akthailql,64,48.45,China,False
Lswf Yvmzbrd,80,95.6,India,True
Vupek Vukkv,74,74.81,Germany,False
Pncvt Tqizsgc,33,108.22,United States,True
Jzantpy Lrpsbqg,57,111.67,Germany,True
Fwhp Gntsoywp,71,34.36,France,True
Bsgvgyt Bsqand,80,19.71,Brazil,False
Lmzh Nqaerr,40,77.46,United States,True
Lxsroe Nvdcxjuvq,55,28.36,France,False
Nosgwo Lpppe,44,90.19,United States,False
Npkxu Mublffe,51,63.23,India,False
Lmitypo Twetsq,77,58.56,United States,False
Nhejayo Bulma,66,28.96,UK,True
Jisbx Zfwebqx,69,22.07,United States,True
Pmon Bykanw,52,50.1,France,True
